356.8598272,15.55853754
355.8986243,0.330930202
355.4915765,-8.921364982
355.3209241,-9.019937198
350.5875967,19.6486166
350.3577215,19.75205487
347.948538,3.685453931
347.0926165,-2.192174723
344.530641,20.9194497
344.3456347,20.58820751
341.0439172,-9.710623426
340.4920315,17.55103632
339.9186524,-5.724012529
337.168452,-5.473923742
334.6680864,-3.779925881
328.4034622,17.69547923
327.8456774,-5.447873927
327.7531784,-7.608665581
323.8282403,1.424169538
323.8008572,-1.048841634
322.6123061,-0.006754533
322.5165863,-0.352249872
322.4164647,0.089208893
318.8014735,5.97812565
260.613259,32.13256842
260.0137952,26.64437841
251.9481502,34.92015798
250.0825484,46.71153135
246.67719,42.66993375
234.9187201,34.42424627
233.7453164,1.339972907
229.2243777,-1.085094859
229.0747089,0.089052991
228.8087977,4.386217798
227.5488032,33.48646773
225.0813243,21.36941389
220.0608876,3.695025955
219.8699139,2.768732868
218.7018105,3.630040785
217.9586905,13.53470612
217.7054618,28.15262612
217.6099883,24.61980382
216.4861181,37.81645559
216.0195483,24.25538309
215.981043,26.4397824
215.3134187,39.95246061
215.1856352,6.514286541
214.8993243,6.794708367
214.62784,25.18141599
214.1140588,23.25625808
213.889934,28.39712189
212.4913622,-2.996229691
210.2521999,2.863809105
203.8337227,41.00114644
203.6443325,37.95118613
203.1600474,50.55999913
203.1021342,50.40715638
202.4454556,11.684063
201.7786054,31.81976015
200.7032031,31.65494931
200.1812901,33.15414646
199.9868226,33.33013946
198.7718159,51.81744556
197.9424671,22.0270096
197.4837993,32.37046605
196.9652369,29.43538643
196.4954146,26.51344619
196.0036646,67.50664357
193.303978,15.93415548
191.1059957,16.79914728
190.5118585,33.37342879
189.6728987,9.475766976
189.2441932,63.18724541
189.0876741,28.99148872
188.9692607,29.19416582
188.6003607,9.787638326
187.9603025,12.00098595
187.7710265,15.93658207
187.5868348,16.29370541
185.916442,2.882020203
184.9050072,-3.309512544
182.8137027,39.19380736
181.5966517,28.17812157
180.9727592,1.783458351
179.6074954,26.49804286
177.2634131,22.41097552
175.6032481,58.53487723
174.1578635,15.66686783
174.0988336,7.227060243
173.3113601,66.37953217
169.8659399,21.10991891
168.2088329,13.47510279
167.792783,66.83398178
161.8708789,15.23391175
161.4520761,4.342384334
161.4336275,52.83812434
160.235087,-1.066314138
160.1889609,39.91348762
159.5073864,41.77383564
157.6095483,31.02373587
156.4664176,12.75603971
154.3930239,59.56106104
153.4034439,49.55873614
151.9271992,38.01294088
150.5840661,3.700417042
149.8514472,1.77320322
149.7613389,2.929082885
148.4223898,1.700656839
146.3794918,9.776276969
145.9360536,16.74043346
145.3663027,34.75668893
140.3508676,37.02552473
140.1250807,30.49634663
140.0782261,37.10509824
139.4725831,51.7270958
137.3007446,10.97359494
134.1696858,5.896486308
133.2212221,17.95513292
131.3656953,3.460806388
130.7398189,36.36646004
126.0542499,30.07710124
125.8303327,15.96272471
122.3277379,20.80499583
120.236741,36.05653696
117.7531383,17.63160179
113.0846444,31.68908326
42.03475858,-2.276993284
42.01413124,-3.529229987
37.93488293,-7.476269948
37.92154943,-4.882622244
37.66156902,-4.991002178
36.84332966,-3.360985778
36.30121687,-6.383153254
33.74967331,-3.906500916
33.67122231,-4.567354229
31.92260173,29.55871126
30.7270284,-7.650768364
30.44515402,-2.198309733
30.33176667,-6.829912248
30.19224659,-6.708300621
28.17484733,1.007089297
27.23012015,13.12474764
26.20222631,-4.549478398
20.95411,33.65612301
18.60660688,0.492416952
14.00107622,26.34229673
11.62219989,20.46801266
9.278505583,9.15670363
8.471426198,-7.869543306
4.911069187,3.599256913
4.406711393,-0.878340407
2.714136576,29.16115397
0.956981405,2.066468627
0.79826135,-6.091694414
