356.85874	15.557339
355.92402	0.30868082
355.48849	-8.9203407
355.31937	-9.0246778
350.5892	19.64863
350.35308	19.754217
347.95361	3.6796591
347.09113	-2.1909588
344.53239	20.912112
344.34279	20.588316
341.04218	-9.7113431
340.47773	17.53801
339.91421	-5.7241442
337.13971	-5.4739467
334.66642	-3.7778904
328.40419	17.696373
327.85131	-5.4499955
327.75454	-7.609313
323.82011	1.4333368
323.7992	-1.0494682
322.61258	-0.008264506
322.51745	-0.35164302
322.4157	0.088037139
318.79507	5.9683871
260.61258	32.132799
260.04102	26.623842
251.92973	34.936056
250.08451	46.70753
246.67607	42.671306
234.92088	34.420232
233.76379	1.3429603
229.24164	-1.109659
229.07719	0.092336076
228.81826	4.3826524
227.55039	33.516138
225.08192	21.370712
220.06796	3.6900372
219.87057	2.7666555
218.70214	3.6272787
217.95843	13.533211
217.7233	28.114526
217.61219	24.599226
216.50433	37.826953
216.0189	24.254007
215.9991	26.484629
215.32171	39.942052
215.18536	6.5169762
214.90099	6.7928438
214.63388	25.184814
214.11563	23.25654
213.89545	28.393476
212.49507	-3.0226408
210.25825	2.877328
203.83155	41.001386
203.64581	37.949677
203.18417	50.545434
203.14098	50.413972
202.44317	11.686153
201.7688	31.855473
200.71132	31.653187
200.17352	33.178962
199.98092	33.314938
198.77362	51.820034
197.93809	22.035053
197.48658	32.372394
196.95654	29.430381
196.49692	26.513083
195.99155	67.515354
193.30696	15.929694
191.108	16.800216
190.51078	33.369296
189.67042	9.4769605
189.24534	63.188315
189.07545	28.983881
188.97889	29.232516
188.5954	9.7885313
187.96125	12.001857
187.77237	15.940958
187.58269	16.277103
185.92101	2.8884015
184.90442	-3.3113652
182.81342	39.196045
181.59449	28.178905
180.96914	1.7916885
179.61596	26.49539
177.25939	22.414408
175.60401	58.526312
174.15591	15.667599
174.09881	7.2270701
173.30765	66.379066
169.85999	21.116068
168.22279	13.444519
167.78907	66.832351
161.85007	15.24336
161.44015	4.3404156
161.42966	52.84047
160.23463	-1.067118
160.18457	39.953088
159.50506	41.77219
157.59576	31.028521
156.49148	12.686512
154.39996	59.563959
153.39947	49.559091
151.92679	38.012805
150.58644	3.6996468
149.85326	1.7706018
149.76139	2.9291555
148.42189	1.7009184
146.37836	9.775783
145.93562	16.739341
145.37044	34.740825
140.37131	37.016788
140.08869	30.504042
140.07752	37.10619
139.46774	51.725738
137.30206	10.975335
134.16993	5.8953329
133.23206	17.96369
131.36835	3.4587896
130.74006	36.365002
126.05448	30.076932
125.82697	15.96613
122.31494	20.795505
120.23635	36.056393
117.70904	17.695768
113.08444	31.630877
42.049814	-2.2736092
42.013961	-3.5287329
37.930631	-7.4667312
37.925908	-4.88142
37.655177	-4.9915354
36.843741	-3.3619065
36.300933	-6.3847585
33.753769	-3.908327
33.671952	-4.5538512
31.894968	29.589145
30.731416	-7.6518091
30.429572	-2.1962592
30.329494	-6.8318547
30.191204	-6.7081126
28.175568	1.0081747
27.230293	13.124479
26.208165	-4.5462743
20.961056	33.650133
18.604062	0.49461554
13.996563	26.330304
11.62825	20.467691
9.2768176	9.1571879
8.464699	-7.8629006
4.9083898	3.6098177
4.4063253	-0.87619162
2.7226392	29.161021
0.95553986	2.068019
0.80057775	-6.0918182
